Device,ReviewText,SubmissionTime,Title,UserNickname
Samsung Galaxy s155,"Great phone so far. Great battery life, too.
Graphics are good, speed is great on wi-file, slightly slower when using data network.",3/17/2017,Great!,Agibson
Samsung Galaxy s156,Love the Samsung 7. Easy to use. Of course I've always had an android so it was easy to figure out :-),3/17/2017,Super,Caralot
Samsung Galaxy s157,Phone's operation is excellent.   Love expanded memory and increased speed.  Wish the screen was larger.  Have a difficult time using smaller keyboard.,3/17/2017,Excellent offerings except for screen size,JOYDZ9
Samsung Galaxy s158,Great service speed is fast. Easy navigation. Like having dealer in town. Camera takes awesome pictures,3/17/2017,Was easy to transition.,Edgyone
Samsung Galaxy s159,"The Samsung S7 is what I was looking for, and I new from friends how reliable the service was, so it was just a good fit.",3/17/2017,Rm,RKM1224
Samsung Galaxy s160,One of the greatest phones. Absolutely love it and wouldn't trade for anything else. Big Samsung fan.,3/17/2017,Excellent phone,Boydak3
Samsung Galaxy s161,"I like the size of the phone, it's really fast and the customization is really cool. The camera takes really good pictures.",3/17/2017,Fun and easy to use.,Tank04
Samsung Galaxy s162,Great phone.  Many features that can be utilized for all tasks.  I would definitely recommend this phone to others.,3/17/2017,Excellent,Dprime
Samsung Galaxy s163,Was really nervous about upgrading from my s5. I didn't know if all my pictures would transfer over but the s7 has a special app that helped move all my pictures videos music and contacts from my old s5.,3/17/2017,S7 from a s5,MayMayH
Samsung Galaxy s164,"Am familiar with features, but love the size and compactness. Offers all the same features plus many more from my latest Android.",3/17/2017,Love the Android!,MillieMae
Samsung Galaxy s165,"Love this phone. Got the gold, love the wireless charging. Gorgeous screen! Make sure to get the tempered glass screen protector and a decent case like the Otterbox Commuter series cases. Smooth operation, fast, speaker is awesome and loud, camera takes awesome pics, call quality is great.",3/17/2017,Awesome device!,NYVET
Samsung Galaxy s166,"I'm still getting used to all the new features on my new phone but so far, I just love it!  It's easy to find everything I need and it was so simple to transfer all the info from my S5 to my new S7!  Loving the added themes and new applications.  The screen is so bright and clear and with the added storage, I can easily add all the new apps I want to.",3/17/2017,Awesome phone with great new features!,LinBrooks
Samsung Galaxy s167,I really love this phone. I went from a Galaxy S5 to this. So if I were to compare the two devices it's amazing how much faster the S7 is. I like that it comes with 32gb min instead of having to pay extra for more memory. The camera takes great photos. Even the front camera is nice compared to other models I have used. This is an all around great device.,3/17/2017,Love this phone,Garminen
Samsung Galaxy s168,"I love the small size of the phone. And, especially love the amazing camera quality!!! I only wish the holster clip was a bit smaller/less bulky.",3/17/2017,Galaxy S7,Smiley97
Samsung Galaxy s169,Great phone. Works great. Also use Samsung phone.  Can't imagine using another phone.  Love love love it.,3/17/2017,Cacy,cacy
Samsung Galaxy s170,I love my new Samsung Galaxy 7. I have been hesitant to get a smartphone but I really love all this phone can do. It really is like having a small personal computer at your fingertips.,3/17/2017,User Friendly,ShellWe
Samsung Galaxy s171,Very convenient. Sleek design. Durable. Great UI. Great service. The non-replaceable battery bothers me just a little bit but overall it's a really good phone.,3/17/2017,Very good,Cara25
Samsung Galaxy s172,"The S7 is easy to use, fast, and meets all my communicating and online needs. So far, the battery life has been excellent with less recharging required.",3/17/2017,Great phone!,Very satisfied customer
Samsung Galaxy s173,"Going from a 7 year old S4 to the S7 has been outstanding.  Easily switched;  more advanced apps, nice size screen, fast, and sleek.",3/17/2017,Love my new Galaxy S7,DAGabe
Samsung Galaxy s174,I went from the Galaxy 4 to the 7 and I love it. Easy transition. Loving the extra storage space! Pictures look amazing as well.,3/17/2017,Good phone,TWeston
Samsung Galaxy s175,I love my service and phone. Good company to have. Always helpful. Low prices. Grate staff willing to answer any questions,3/17/2017,Samsung Galaxy s7,Kshaw
Samsung Galaxy s176,"I've always had galaxies and after having multiple hardware issues with the 6 I had to get the 7 but so far I'm very happy with it.   Love Samsung products, love the personalization, and the gold color option for the 7 is fantastic.",3/17/2017,Galaxy again,Mca0809
Samsung Galaxy s177,"With great help from the Costco salesman, we had no trouble learning to use our first smart phone.  Everything this phone does is so fast!",3/17/2017,Easier to use than we expected,Sue and Bill
Samsung Galaxy s178,"The phone is great, much better than the S5 I previously had. It runs quicker and some of the settings are easier to find and set.",3/17/2017,Review,Jax67
Samsung Galaxy s179,It's a great phone  better than my previous Samsung s4 love the features better camera and easy to use,3/17/2017,Samsung,Mineismine2000
Samsung Galaxy s180,Good phone. Easy to use. I recommend this phone to anyone who want to change from a iPhone to Samsung galaxy 7,3/17/2017,Very easy to use,Rosi 1969
Samsung Galaxy s181,I always expect new phones to be better but often missing some feature I liked in my old phone.  Have not found this to be the case.  I like the fingerprint security. Works flawlessly.   I use my right thumb so just pick up the phone with the right hand and I am in.,3/17/2017,Flawless,SomepeoplecallmeTim
Samsung Galaxy s182,"I love my phone and service is great! And the people are awesome, I'm really happy I'm with Verzion.",3/17/2017,Love it!,Desirea13
Samsung Galaxy s183,"slim design, easy to use, if unsure how to use or correct can go online to find instructions. Added Folio case to ensure the protection of phone. So far great phone!",3/17/2017,"upgraded from s4 mini to S7, simple to use",poohbear65
Samsung Galaxy s184,"I upgraded from an Samsung  S4 to the S7. The S7 is very similar to my old phone with a lot up upgrades. I feel like I know the phone but there is still a learning cure on some features. It took me about 10 minutes to figure out the camera when texting, but it seems the upgrades are fabulous, so far. The pictures are very clear compared to my old phone. It seems like the phone is more intuitive so learning is easy. I have only had it about a week but I am loving it!",3/17/2017,"Greta Features, a lot of advancements from old phone.",2kidsmom
Samsung Galaxy s185,"It's fast, sleek and so much easier to sue over my older S3. Love that I do not have to turn it on to see what time it is.",3/17/2017,Big Change,SmittyAZ
Samsung Galaxy s186,"My favorite phone, my second Samsung, and has improved features since the last version.  Particularly the microphone and plug in.  I love the charging station and the long charge life.",3/17/2017,Love the phone.,SamSue
Samsung Galaxy s187,I love the size of it and that it is similar to my Samsung S6.it was real nice to just switch to a new phone and it was easy to use like my other phone. Didn't loose anything I needed. Plus extrate features it gave. The ease of the Samsung S7 is amazing!,3/17/2017,Review for S7,Venaz
Samsung Galaxy s188,"Very User friendly.  Faster.  Just a real good phone!!
Battery seems stronger than the old phone.  New
features are great!",3/17/2017,Tim,Tommy2017
Samsung Galaxy s189,"faster than my old phone, pictures and all are clearer, faster, battery seems like it last longer than old phone. Love the new clear gel case. over all very satisfied.",3/17/2017,love it,babehone
Samsung Galaxy s190,Love samsung products wouldn't want any other brand. Great screen and awesome camera. Waiting for the 8.,3/17/2017,Good phone,Bobsmith49
Samsung Galaxy s191,This phone was an upgrade from an old iPhone. Boy is it a huge upgrade! I thought it would take some time to get used to an android again but that is not the case. I love it!,3/17/2017,Love it!,Rjschell
Samsung Galaxy s192,"Great working phone, Camera is great. Switched from an s5 to s7.sleeker style, great screen, still missing some features from the s5.",3/17/2017,Nice upgrade,Sam8391
Samsung Galaxy s193,"Had to make a quick replacement, I broke my S5. Even though I was planning on waiting until the S8 came out so I could get a lower price, I had to bite the bullet and get it early.",3/17/2017,Quick replacement,ffware
Samsung Galaxy s194,Fun phone to use and play with. Still learning how to use it as it's still new to me..love Samsung!!,3/17/2017,Love it! User friendly,Niteowl64
